account id,product code,opening date,reporting period,period balance,£ withdrawal,£ receipt,£ internal transfer,interest rate,account tenure (months)
P002-2023-11-0002,P002,2023-11-01,2024-02,2894.62,89.89,0.0,34.35,0.02378,4
P002-2023-11-0002,P002,2023-11-01,2024-03,2699.66,288.35,122.75,29.35,0.02768,5
P002-2023-11-0002,P002,2023-11-01,2024-04,2409.4,300.45,10.19,0.0,0.03279,6
P002-2023-11-0002,P002,2023-11-01,2024-05,2271.57,132.65,17.67,22.86,0.02632,7
P002-2023-11-0002,P002,2023-11-01,2024-06,2120.44,212.51,98.75,37.37,0.03012,8
P002-2023-11-0002,P002,2023-11-01,2024-07,2098.75,49.27,57.86,30.28,0.02836,9
P002-2023-11-0002,P002,2023-11-01,2024-08,1962.62,130.39,0.0,5.73,0.02744,10
P002-2023-11-0002,P002,2023-11-01,2024-09,1907.66,120.83,73.5,7.63,0.02733,11
P002-2023-11-0002,P002,2023-11-01,2024-10,1868.94,82.59,71.53,27.67,0.0263,12
P002-2023-11-0002,P002,2023-11-01,2024-11,1926.5,87.79,145.35,0.0,0.0235,13
P002-2023-11-0002,P002,2023-11-01,2024-12,1946.52,72.35,101.76,9.39,0.0303,14
P002-2023-11-0002,P002,2023-11-01,2025-01,1953.36,63.24,79.63,9.55,0.02893,15
P002-2023-11-0002,P002,2023-11-01,2025-02,1699.2,311.09,71.21,14.27,0.03245,16
P002-2023-11-0002,P002,2023-11-01,2025-03,1656.25,126.17,103.56,20.33,0.02905,17
P002-2023-11-0002,P002,2023-11-01,2025-04,1503.91,142.06,0.0,10.28,0.02714,18
P002-2023-11-0002,P002,2023-11-01,2025-05,1380.73,146.59,58.55,35.13,0.0264,19
P002-2023-11-0002,P002,2023-11-01,2025-06,1284.64,111.89,19.96,4.16,0.02239,20
P002-2023-11-0003,P002,2023-11-23,2023-11,7759.0,464.79,320.53,13.53,0.0288,1
P002-2023-11-0003,P002,2023-11-23,2023-12,7419.24,503.69,235.48,71.55,0.02685,2
P002-2023-11-0003,P002,2023-11-23,2024-01,7360.51,434.53,375.8,0.0,0.02564,3
P002-2023-11-0003,P002,2023-11-23,2024-02,7118.94,293.92,138.12,85.77,0.02785,4
P002-2023-11-0003,P002,2023-11-23,2024-03,6773.5,617.33,425.25,153.36,0.02926,5
P002-2023-11-0003,P002,2023-11-23,2024-04,6745.3,236.67,307.83,99.35,0.0311,6
P002-2023-11-0003,P002,2023-11-23,2024-05,6821.21,264.97,431.32,90.43,0.03262,7
P002-2023-11-0003,P002,2023-11-23,2024-06,6258.42,768.34,231.26,25.71,0.02875,8
P002-2023-11-0003,P002,2023-11-23,2024-07,5941.96,519.06,202.6,0.0,0.02373,9
P002-2023-11-0003,P002,2023-11-23,2024-08,5273.51,553.46,32.28,147.28,0.0296,10
P002-2023-11-0003,P002,2023-11-23,2024-09,5112.37,259.07,165.82,67.89,0.02898,11
P002-2023-11-0003,P002,2023-11-23,2024-10,5085.23,268.98,366.45,124.6,0.02686,12
P002-2023-11-0003,P002,2023-11-23,2024-11,4915.66,382.16,256.1,43.5,0.02811,13
P002-2023-11-0003,P002,2023-11-23,2024-12,4958.59,305.46,359.16,10.77,0.03006,14
P002-2023-11-0003,P002,2023-11-23,2025-01,4799.14,120.5,11.92,50.87,0.0351,15
P002-2023-11-0003,P002,2023-11-23,2025-02,4730.18,210.97,262.17,120.16,0.03046,16
P002-2023-11-0003,P002,2023-11-23,2025-03,4905.87,98.56,337.97,63.71,0.02579,17
P002-2023-11-0003,P002,2023-11-23,2025-04,4599.35,433.81,163.1,35.81,0.0202,18
P002-2023-11-0003,P002,2023-11-23,2025-05,4566.09,164.77,212.74,81.24,0.02856,19
P002-2023-11-0003,P002,2023-11-23,2025-06,4570.39,80.39,140.12,55.43,0.02456,20
P002-2023-11-0004,P002,2023-11-18,2023-11,6515.01,437.3,84.21,117.67,0.02414,1
P002-2023-11-0004,P002,2023-11-18,2023-12,6599.47,0.0,300.98,216.52,0.02991,2
P002-2023-11-0004,P002,2023-11-18,2024-01,6599.98,399.88,415.71,15.32,0.02517,3
P002-2023-11-0004,P002,2023-11-18,2024-02,6172.94,552.28,158.36,33.12,0.02536,4
P002-2023-11-0004,P002,2023-11-18,2024-03,6126.3,231.65,227.74,42.72,0.02572,5
P002-2023-11-0005,P002,2023-11-06,2023-11,4194.71,170.87,99.67,104.55,0.02656,1
P002-2023-11-0005,P002,2023-11-06,2023-12,4272.71,133.4,228.6,17.19,0.02814,2
P002-2023-11-0005,P002,2023-11-06,2024-01,4325.65,183.99,236.93,0.0,0.02091,3
P002-2023-11-0005,P002,2023-11-06,2024-02,4111.27,297.45,145.95,62.88,0.03233,4
P002-2023-11-0005,P002,2023-11-06,2024-03,4024.7,269.39,182.83,0.0,0.02501,5
P002-2023-11-0005,P002,2023-11-06,2024-04,3740.84,424.74,171.31,30.43,0.02349,6
P002-2023-11-0005,P002,2023-11-06,2024-05,3895.33,100.04,254.52,0.0,0.02968,7
P002-2023-11-0005,P002,2023-11-06,2024-06,3995.5,23.39,185.8,62.23,0.03056,8
P002-2023-11-0005,P002,2023-11-06,2024-07,3874.03,258.79,137.33,0.0,0.03447,9
P002-2023-11-0005,P002,2023-11-06,2024-08,3681.36,370.47,186.25,8.45,0.03083,10
P002-2023-11-0005,P002,2023-11-06,2024-09,3516.28,344.76,228.19,48.51,0.02746,11
P002-2023-11-0005,P002,2023-11-06,2024-10,3259.37,354.62,116.99,19.27,0.02965,12
P002-2023-11-0005,P002,2023-11-06,2024-11,3165.7,185.82,192.1,99.95,0.02621,13
P002-2023-11-0005,P002,2023-11-06,2024-12,3061.32,160.76,86.71,30.33,0.03081,14
P002-2023-11-0006,P002,2023-11-21,2023-11,3396.45,254.55,147.81,34.09,0.02629,1
P002-2023-11-0006,P002,2023-11-21,2023-12,3210.01,289.67,169.85,66.61,0.02402,2
P002-2023-11-0006,P002,2023-11-21,2024-01,3078.8,207.46,107.74,31.5,0.02619,3
P002-2023-11-0006,P002,2023-11-21,2024-02,2968.28,159.15,88.94,40.31,0.02295,4
P002-2023-11-0006,P002,2023-11-21,2024-03,2751.29,317.61,125.36,24.74,0.02725,5
P002-2023-11-0006,P002,2023-11-21,2024-04,2624.01,283.45,209.54,53.36,0.02595,6
P002-2023-11-0006,P002,2023-11-21,2024-05,2440.7,225.71,92.42,50.02,0.03014,7
P002-2023-11-0006,P002,2023-11-21,2024-06,2374.28,99.45,81.78,48.74,0.0262,8
P002-2023-11-0006,P002,2023-11-21,2024-07,2410.03,41.88,122.3,44.68,0.02918,9
P002-2023-11-0006,P002,2023-11-21,2024-08,2293.27,150.39,56.12,22.49,0.02665,10
P002-2023-11-0006,P002,2023-11-21,2024-09,2142.73,193.6,82.44,39.39,0.02263,11
P002-2023-11-0006,P002,2023-11-21,2024-10,2053.19,121.42,70.55,38.67,0.02741,12
P002-2023-11-0006,P002,2023-11-21,2024-11,1984.22,125.1,71.21,15.09,0.02662,13
P002-2023-11-0006,P002,2023-11-21,2024-12,1820.88,162.24,47.99,49.09,0.02762,14
P002-2023-11-0006,P002,2023-11-21,2025-01,1667.03,200.1,62.49,16.24,0.03049,15
P002-2023-11-0006,P002,2023-11-21,2025-02,1550.77,131.23,35.87,20.9,0.03006,16
P002-2023-11-0006,P002,2023-11-21,2025-03,1432.64,141.04,34.96,12.05,0.02647,17
P002-2023-11-0006,P002,2023-11-21,2025-04,1362.22,99.99,51.23,21.66,0.02797,18
P002-2023-11-0006,P002,2023-11-21,2025-05,1320.58,57.07,24.88,9.45,0.02743,19
P002-2023-11-0006,P002,2023-11-21,2025-06,1292.29,91.96,69.18,5.52,0.02278,20
P002-2023-11-0007,P002,2023-11-07,2023-11,5101.92,413.01,166.35,106.57,0.02775,1
P002-2023-11-0007,P002,2023-11-07,2023-12,5140.3,188.76,281.44,54.31,0.02681,2
P002-2023-11-0007,P002,2023-11-07,2024-01,4871.22,323.98,174.7,119.81,0.02563,3
P002-2023-11-0007,P002,2023-11-07,2024-02,4728.44,434.22,326.74,35.29,0.02755,4
P002-2023-11-0007,P002,2023-11-07,2024-03,4383.0,479.2,234.54,100.78,0.02938,5
P002-2023-11-0007,P002,2023-11-07,2024-04,4389.91,19.39,127.66,101.35,0.02321,6
P002-2023-11-0007,P002,2023-11-07,2024-05,4338.91,54.38,99.11,95.73,0.0271,7
P002-2023-11-0007,P002,2023-11-07,2024-06,4374.5,259.92,295.51,0.0,0.03372,8
P002-2023-11-0007,P002,2023-11-07,2024-07,4329.44,240.51,212.44,17.0,0.03486,9
P002-2023-11-0007,P002,2023-11-07,2024-08,4029.71,407.33,197.76,90.16,0.02911,10
P002-2023-11-0007,P002,2023-11-07,2024-09,3905.69,167.24,82.02,38.8,0.02324,11
P002-2023-11-0007,P002,2023-11-07,2024-10,3793.71,298.81,186.82,0.0,0.03416,12
P002-2023-11-0007,P002,2023-11-07,2024-11,3582.72,293.6,103.44,20.83,0.02634,13
P002-2023-11-0007,P002,2023-11-07,2024-12,3536.52,245.95,229.54,29.8,0.03053,14
P002-2023-11-0007,P002,2023-11-07,2025-01,3514.39,132.79,217.21,106.54,0.02549,15
P002-2023-11-0007,P002,2023-11-07,2025-02,3480.39,345.37,331.38,20.02,0.02902,16
P002-2023-11-0007,P002,2023-11-07,2025-03,3482.81,129.64,132.07,0.0,0.02673,17
P002-2023-11-0007,P002,2023-11-07,2025-04,3478.73,216.98,268.71,55.81,0.03066,18
P002-2023-11-0007,P002,2023-11-07,2025-05,3273.87,240.53,68.96,33.29,0.03058,19
P002-2023-11-0007,P002,2023-11-07,2025-06,3239.28,102.68,81.39,13.29,0.02355,20
P002-2023-11-0008,P002,2023-11-04,2023-11,3989.43,240.45,229.59,0.0,0.02388,1
P002-2023-11-0008,P002,2023-11-04,2023-12,3956.05,40.6,94.96,87.73,0.01979,2
P002-2023-11-0008,P002,2023-11-04,2024-01,3737.96,333.33,182.31,67.07,0.02824,3
P002-2023-11-0008,P002,2023-11-04,2024-02,3778.13,150.78,213.3,22.35,0.0272,4
P002-2023-11-0008,P002,2023-11-04,2024-03,3409.49,386.6,76.04,58.08,0.03303,5
P002-2023-11-0008,P002,2023-11-04,2024-04,3082.68,368.79,63.74,21.76,0.0291,6
P002-2023-11-0008,P002,2023-11-04,2024-05,3027.94,52.58,89.81,91.97,0.02678,7
P002-2023-11-0008,P002,2023-11-04,2024-06,2804.13,175.23,0.0,48.57,0.02939,8
P002-2023-11-0008,P002,2023-11-04,2024-07,2662.98,241.48,100.33,0.0,0.02771,9
P002-2023-11-0008,P002,2023-11-04,2024-08,2539.26,151.27,27.55,0.0,0.0323,10
P002-2023-11-0008,P002,2023-11-04,2024-09,2411.62,154.2,53.63,27.06,0.0281,11
P002-2023-11-0008,P002,2023-11-04,2024-10,2430.36,0.0,65.21,46.47,0.02675,12
P002-2023-11-0008,P002,2023-11-04,2024-11,2411.2,175.09,155.93,0.0,0.02275,13
P002-2023-11-0008,P002,2023-11-04,2024-12,2398.58,78.3,140.97,75.3,0.02588,14
P002-2023-11-0008,P002,2023-11-04,2025-01,2356.31,196.43,174.54,20.37,0.02433,15
P002-2023-11-0008,P002,2023-11-04,2025-02,2201.06,200.4,58.52,13.37,0.03077,16
P002-2023-11-0008,P002,2023-11-04,2025-03,2057.41,173.68,43.7,13.68,0.02759,17
P002-2023-11-0008,P002,2023-11-04,2025-04,2100.49,96.55,142.75,3.12,0.02923,18
P002-2023-11-0008,P002,2023-11-04,2025-05,1998.96,148.86,61.12,13.79,0.02801,19
P002-2023-11-0008,P002,2023-11-04,2025-06,1961.23,33.7,40.46,44.49,0.03572,20
P002-2023-11-0009,P002,2023-11-23,2023-11,4440.2,347.51,173.98,72.03,0.0296,1
P002-2023-11-0009,P002,2023-11-23,2023-12,4196.11,403.61,159.52,0.0,0.03332,2
P002-2023-11-0009,P002,2023-11-23,2024-01,3986.78,387.2,190.16,12.28,0.03119,3
P002-2023-11-0009,P002,2023-11-23,2024-02,3976.6,144.37,171.32,37.13,0.02344,4
P002-2023-11-0009,P002,2023-11-23,2024-03,3551.11,387.15,57.07,95.4,0.03321,5
P002-2023-11-0009,P002,2023-11-23,2024-04,3487.95,158.32,112.57,17.42,0.03207,6
P002-2023-11-0009,P002,2023-11-23,2024-05,3474.73,134.37,132.73,11.58,0.03291,7
P002-2023-11-0009,P002,2023-11-23,2024-06,3258.52,333.06,185.44,68.59,0.02545,8
P002-2023-11-0009,P002,2023-11-23,2024-07,3262.34,213.48,240.82,23.51,0.02923,9
P002-2023-11-0009,P002,2023-11-23,2024-08,3294.31,89.79,122.43,0.67,0.0285,10
P002-2023-11-0009,P002,2023-11-23,2024-09,3367.5,158.84,248.97,16.93,0.0305,11
P002-2023-11-0009,P002,2023-11-23,2024-10,3198.96,198.93,74.62,44.22,0.03117,12
P002-2023-11-0009,P002,2023-11-23,2024-11,3143.83,218.5,192.58,29.21,0.03033,13
P002-2023-11-0009,P002,2023-11-23,2024-12,3076.36,186.73,129.11,9.85,0.0322,14
P002-2023-11-0009,P002,2023-11-23,2025-01,2999.76,103.79,122.88,95.68,0.03129,15
P002-2023-11-0009,P002,2023-11-23,2025-02,2927.28,213.1,181.08,40.45,0.02738,16
P002-2023-11-0009,P002,2023-11-23,2025-03,2976.76,122.66,172.14,0.0,0.03009,17
P002-2023-11-0009,P002,2023-11-23,2025-04,2904.81,182.73,169.21,58.43,0.02989,18
P002-2023-11-0009,P002,2023-11-23,2025-05,2657.34,275.16,55.37,27.69,0.02744,19
P002-2023-11-0009,P002,2023-11-23,2025-06,2455.32,225.0,93.61,70.63,0.0293,20
P002-2023-11-0010,P002,2023-11-24,2023-11,5272.34,219.67,210.78,39.37,0.03051,1
P002-2023-11-0010,P002,2023-11-24,2023-12,5008.64,400.64,178.86,41.92,0.02851,2
P002-2023-11-0010,P002,2023-11-24,2024-01,4950.93,130.76,174.84,101.79,0.02663,3
P002-2023-11-0010,P002,2023-11-24,2024-02,4493.46,451.16,41.06,47.37,0.02203,4
P002-2023-11-0010,P002,2023-11-24,2024-03,4176.12,475.94,223.54,64.94,0.02799,5
P002-2023-11-0010,P002,2023-11-24,2024-04,3839.36,310.01,38.2,64.95,0.02629,6
P002-2023-11-0010,P002,2023-11-24,2024-05,3680.18,159.64,64.51,64.05,0.03314,7
P002-2023-11-0011,P002,2023-11-04,2023-11,2791.82,370.06,111.39,32.56,0.03233,1
P002-2023-11-0011,P002,2023-11-04,2023-12,2761.19,169.46,138.83,0.0,0.02078,2
P002-2023-11-0011,P002,2023-11-04,2024-01,2627.77,190.95,81.75,24.22,0.02429,3
P002-2023-11-0011,P002,2023-11-04,2024-02,2649.28,178.1,228.85,29.23,0.02847,4
P002-2023-11-0011,P002,2023-11-04,2024-03,2396.69,213.94,22.04,60.69,0.02792,5
P002-2023-11-0011,P002,2023-11-04,2024-04,2250.18,162.71,82.98,66.78,0.03007,6
P002-2023-11-0011,P002,2023-11-04,2024-05,2373.34,66.28,189.44,0.0,0.02442,7
P002-2023-11-0011,P002,2023-11-04,2024-06,2265.19,204.93,116.68,19.9,0.02923,8
P002-2023-11-0011,P002,2023-11-04,2024-07,2146.06,172.74,96.8,43.19,0.02628,9
P002-2023-11-0011,P002,2023-11-04,2024-08,2174.86,94.7,123.83,0.32,0.02426,10
P002-2023-11-0011,P002,2023-11-04,2024-09,2076.5,166.08,98.99,31.26,0.03222,11
P002-2023-11-0011,P002,2023-11-04,2024-10,2092.91,63.73,80.14,0.0,0.02793,12
P002-2023-11-0011,P002,2023-11-04,2024-11,2040.13,75.28,65.4,42.9,0.02811,13
P002-2023-11-0011,P002,2023-11-04,2024-12,1955.38,141.46,69.22,12.51,0.02541,14
P002-2023-11-0011,P002,2023-11-04,2025-01,1913.16,100.61,61.71,3.33,0.03437,15
P002-2023-11-0011,P002,2023-11-04,2025-02,1989.83,38.22,118.59,3.71,0.02212,16
P002-2023-11-0011,P002,2023-11-04,2025-03,1901.44,108.25,45.6,25.74,0.03213,17
P002-2023-11-0011,P002,2023-11-04,2025-04,1790.62,83.99,15.57,42.41,0.02764,18
P002-2023-11-0011,P002,2023-11-04,2025-05,1729.93,96.03,35.34,0.0,0.02667,19
P002-2023-11-0011,P002,2023-11-04,2025-06,1660.62,96.47,53.75,26.59,0.02677,20
P002-2023-11-0012,P002,2023-11-16,2023-11,7391.95,766.75,405.8,189.99,0.02223,1
P002-2023-11-0012,P002,2023-11-16,2023-12,7077.76,426.26,216.2,104.14,0.02256,2
P002-2023-11-0012,P002,2023-11-16,2024-01,6482.2,731.81,136.25,0.0,0.02769,3
P002-2023-11-0012,P002,2023-11-16,2024-02,5614.72,715.13,0.0,152.35,0.02752,4
P002-2023-11-0012,P002,2023-11-16,2024-03,5329.24,347.85,149.18,86.81,0.02828,5
P002-2023-11-0012,P002,2023-11-16,2024-04,5141.34,351.0,265.73,102.64,0.02543,6
P002-2023-11-0012,P002,2023-11-16,2024-05,4850.72,306.48,87.17,71.31,0.03057,7
P002-2023-11-0012,P002,2023-11-16,2024-06,4722.0,219.68,188.4,97.44,0.03057,8
P002-2023-11-0013,P002,2023-11-08,2023-11,3964.45,547.61,115.35,55.61,0.02884,1
P002-2023-11-0013,P002,2023-11-08,2023-12,3976.51,84.59,148.14,51.49,0.02875,2
P002-2023-11-0013,P002,2023-11-08,2024-01,3944.72,0.0,32.35,64.14,0.02831,3
P002-2023-11-0013,P002,2023-11-08,2024-02,3847.09,254.06,171.15,14.71,0.0293,4
P002-2023-11-0013,P002,2023-11-08,2024-03,3869.68,175.08,226.58,28.92,0.02603,5
P002-2023-11-0014,P002,2023-11-27,2023-11,6033.71,603.67,123.67,71.29,0.02263,1
P002-2023-11-0014,P002,2023-11-27,2023-12,6438.23,0.0,457.14,52.63,0.02889,2
P002-2023-11-0015,P002,2023-11-22,2023-11,4918.73,432.68,285.86,40.02,0.02794,1
P002-2023-11-0015,P002,2023-11-22,2023-12,4695.56,308.03,196.14,111.28,0.03553,2
P002-2023-11-0015,P002,2023-11-22,2024-01,4246.86,539.39,159.03,68.34,0.03188,3
P002-2023-11-0015,P002,2023-11-22,2024-02,4290.66,177.24,221.04,0.0,0.03454,4
P002-2023-11-0016,P002,2023-11-03,2023-11,11454.81,1323.68,577.8,198.18,0.02916,1
P002-2023-11-0016,P002,2023-11-03,2023-12,10941.27,859.84,585.47,239.17,0.02616,2
P002-2023-11-0016,P002,2023-11-03,2024-01,10291.1,972.98,513.83,191.02,0.03004,3
P002-2023-11-0016,P002,2023-11-03,2024-02,9879.18,652.07,478.31,238.16,0.02743,4
P002-2023-11-0016,P002,2023-11-03,2024-03,9348.83,521.88,161.63,170.1,0.02373,5
P002-2023-11-0016,P002,2023-11-03,2024-04,8841.66,605.46,230.53,132.24,0.02995,6
P002-2023-11-0016,P002,2023-11-03,2024-05,8907.74,478.1,639.35,95.18,0.02919,7
P002-2023-11-0016,P002,2023-11-03,2024-06,8748.09,520.24,360.59,0.0,0.02827,8
P002-2023-11-0016,P002,2023-11-03,2024-07,8331.9,708.9,415.79,123.08,0.02478,9
P002-2023-11-0016,P002,2023-11-03,2024-08,8021.85,352.47,297.67,255.26,0.02895,10
P002-2023-11-0016,P002,2023-11-03,2024-09,7983.21,573.43,565.66,30.87,0.02948,11
P002-2023-11-0016,P002,2023-11-03,2024-10,7747.45,510.19,334.25,59.82,0.02381,12
P002-2023-11-0016,P002,2023-11-03,2024-11,6999.87,817.31,69.72,0.0,0.02789,13
P002-2023-11-0016,P002,2023-11-03,2024-12,6571.41,624.76,274.63,78.33,0.03004,14
P002-2023-11-0016,P002,2023-11-03,2025-01,5549.8,945.59,40.84,116.86,0.02187,15
P002-2023-11-0016,P002,2023-11-03,2025-02,5419.33,317.55,187.08,0.0,0.03568,16
P002-2023-11-0016,P002,2023-11-03,2025-03,4999.38,504.02,179.68,95.62,0.0272,17
P002-2023-11-0016,P002,2023-11-03,2025-04,4702.49,358.8,207.73,145.82,0.02449,18
P002-2023-11-0016,P002,2023-11-03,2025-05,4673.37,252.58,294.87,71.42,0.02765,19
P002-2023-11-0017,P002,2023-11-14,2023-11,6551.45,401.99,184.78,38.61,0.02659,1
P002-2023-11-0017,P002,2023-11-14,2023-12,6630.64,247.1,336.79,10.5,0.03016,2
P002-2023-11-0017,P002,2023-11-14,2024-01,6348.45,636.67,400.59,46.12,0.03326,3
P002-2023-11-0017,P002,2023-11-14,2024-02,6083.63,418.17,161.75,8.4,0.0276,4
P002-2023-11-0017,P002,2023-11-14,2024-03,5926.16,359.64,202.16,0.0,0.02666,5
P002-2023-11-0017,P002,2023-11-14,2024-04,5622.85,455.38,236.0,83.92,0.03271,6
P002-2023-11-0017,P002,2023-11-14,2024-05,5337.51,244.61,125.62,166.35,0.02927,7
P002-2023-11-0017,P002,2023-11-14,2024-06,5180.08,269.14,169.17,57.45,0.03317,8
P002-2023-11-0017,P002,2023-11-14,2024-07,5233.11,82.03,205.73,70.68,0.02518,9
P002-2023-11-0017,P002,2023-11-14,2024-08,4885.67,429.89,157.32,74.87,0.03019,10
P002-2023-11-0017,P002,2023-11-14,2024-09,4778.04,225.15,241.43,123.91,0.03393,11
P002-2023-11-0017,P002,2023-11-14,2024-10,4514.77,243.59,13.86,33.54,0.03334,12
P002-2023-11-0017,P002,2023-11-14,2024-11,4651.09,0.15,147.03,10.55,0.0285,13
P002-2023-11-0017,P002,2023-11-14,2024-12,4508.69,175.69,119.84,86.55,0.03073,14
P002-2023-11-0017,P002,2023-11-14,2025-01,3956.47,492.62,15.17,74.77,0.02978,15
P002-2023-11-0017,P002,2023-11-14,2025-02,4100.44,1.56,183.37,37.84,0.02686,16
P002-2023-11-0017,P002,2023-11-14,2025-03,4016.37,230.68,225.21,78.6,0.02179,17
P002-2023-11-0017,P002,2023-11-14,2025-04,3848.3,203.38,67.9,32.58,0.02483,18
P002-2023-11-0017,P002,2023-11-14,2025-05,3704.1,178.04,33.84,0.0,0.02716,19
P002-2023-11-0017,P002,2023-11-14,2025-06,3708.1,188.63,203.75,11.12,0.02974,20
P002-2023-11-0018,P002,2023-11-16,2023-11,6385.05,202.09,310.71,0.0,0.02289,1
P002-2023-11-0018,P002,2023-11-16,2023-12,6338.78,194.53,242.09,93.83,0.02925,2
P002-2023-11-0018,P002,2023-11-16,2024-01,6028.3,384.51,87.75,13.72,0.02309,3
P002-2023-11-0018,P002,2023-11-16,2024-02,5272.65,843.9,165.17,76.93,0.03134,4
P002-2023-11-0019,P002,2023-11-10,2023-11,5913.26,322.68,202.84,108.07,0.024,1
P002-2023-11-0019,P002,2023-11-10,2023-12,5505.6,527.72,241.5,121.44,0.0293,2
P002-2023-11-0019,P002,2023-11-10,2024-01,5360.11,419.09,343.94,70.35,0.03029,3
P002-2023-11-0019,P002,2023-11-10,2024-02,5130.41,438.82,226.48,17.35,0.03284,4
P002-2023-11-0019,P002,2023-11-10,2024-03,4963.06,297.04,169.78,40.1,0.02935,5
P002-2023-11-0020,P002,2023-11-25,2023-11,15141.8,1943.17,141.39,217.31,0.02741,1
P002-2023-11-0020,P002,2023-11-25,2023-12,14987.72,930.41,880.66,104.34,0.02786,2
P002-2023-11-0021,P002,2023-11-12,2023-11,4688.01,282.14,210.83,27.02,0.03175,1
P002-2023-11-0021,P002,2023-11-12,2023-12,4334.14,375.47,101.6,80.01,0.03124,2
P002-2023-11-0021,P002,2023-11-12,2024-01,4032.63,346.4,44.9,0.0,0.02743,3
P002-2023-11-0021,P002,2023-11-12,2024-02,4120.08,133.6,223.25,2.21,0.02816,4
P002-2023-11-0021,P002,2023-11-12,2024-03,3757.96,246.44,0.0,115.68,0.02749,5
P002-2023-11-0021,P002,2023-11-12,2024-04,3607.3,336.28,185.62,0.0,0.02444,6
P002-2023-11-0021,P002,2023-11-12,2024-05,3427.17,186.14,34.33,28.31,0.0319,7
P002-2023-11-0021,P002,2023-11-12,2024-06,3473.51,174.53,220.87,0.0,0.03213,8
P002-2023-11-0021,P002,2023-11-12,2024-07,3277.4,276.65,137.77,57.23,0.03032,9
P002-2023-11-0021,P002,2023-11-12,2024-08,3380.77,6.55,131.47,21.54,0.02622,10
P002-2023-11-0021,P002,2023-11-12,2024-09,3152.12,246.4,59.09,41.33,0.02851,11
P002-2023-11-0021,P002,2023-11-12,2024-10,3116.28,166.63,163.43,32.64,0.02941,12
P002-2023-11-0021,P002,2023-11-12,2024-11,3140.58,168.07,223.16,30.8,0.02593,13
P002-2023-11-0021,P002,2023-11-12,2024-12,3024.96,146.25,91.46,60.83,0.02911,14
P002-2023-11-0021,P002,2023-11-12,2025-01,3068.5,0.0,71.33,27.79,0.02856,15
P002-2023-11-0021,P002,2023-11-12,2025-02,3068.46,234.01,282.04,48.07,0.024,16
P002-2023-11-0021,P002,2023-11-12,2025-03,3029.63,151.41,112.58,0.0,0.02442,17
P002-2023-11-0021,P002,2023-11-12,2025-04,2907.38,192.97,70.72,0.0,0.02773,18
P002-2023-11-0021,P002,2023-11-12,2025-05,2788.51,172.86,86.07,32.08,0.03261,19
P002-2023-11-0021,P002,2023-11-12,2025-06,2676.94,122.25,101.83,91.16,0.02541,20
P002-2023-11-0022,P002,2023-11-17,2023-11,5065.74,501.31,147.69,3.32,0.02376,1
P002-2023-11-0022,P002,2023-11-17,2023-12,4783.84,434.33,239.69,87.26,0.03302,2
P002-2023-11-0022,P002,2023-11-17,2024-01,4763.75,165.48,276.19,130.79,0.02827,3
P002-2023-11-0022,P002,2023-11-17,2024-02,4724.23,207.6,238.75,70.67,0.03107,4
P002-2023-11-0022,P002,2023-11-17,2024-03,4848.88,33.22,201.01,43.14,0.02807,5
P002-2023-11-0022,P002,2023-11-17,2024-04,4595.83,418.57,180.23,14.7,0.02952,6
P002-2023-11-0022,P002,2023-11-17,2024-05,4134.04,693.37,369.51,137.94,0.02477,7
P002-2023-11-0022,P002,2023-11-17,2024-06,3738.8,344.05,77.3,128.48,0.02387,8
P002-2023-11-0022,P002,2023-11-17,2024-07,3586.24,192.29,80.42,40.7,0.02857,9
P002-2023-11-0022,P002,2023-11-17,2024-08,3474.23,244.77,172.22,39.46,0.0265,10
P002-2023-11-0022,P002,2023-11-17,2024-09,3414.1,126.96,132.31,65.47,0.02836,11
P002-2023-11-0022,P002,2023-11-17,2024-10,3224.49,282.56,133.42,40.47,0.02851,12
P002-2023-11-0022,P002,2023-11-17,2024-11,2957.0,361.16,166.78,73.12,0.02832,13
P002-2023-11-0022,P002,2023-11-17,2024-12,2798.31,159.59,55.13,54.22,0.03124,14
P002-2023-11-0022,P002,2023-11-17,2025-01,2715.16,168.15,110.4,25.4,0.02575,15
P002-2023-11-0022,P002,2023-11-17,2025-02,2435.11,255.59,39.34,63.8,0.0295,16
P002-2023-11-0023,P002,2023-11-23,2023-11,5165.96,232.39,205.98,41.36,0.02419,1
P002-2023-11-0023,P002,2023-11-23,2023-12,5233.44,210.59,378.05,99.98,0.02521,2
P002-2023-11-0023,P002,2023-11-23,2024-01,5115.57,335.3,256.47,39.04,0.02818,3
P002-2023-11-0023,P002,2023-11-23,2024-02,4748.23,358.04,135.55,144.83,0.02678,4
P002-2023-11-0023,P002,2023-11-23,2024-03,4820.29,220.65,292.71,0.0,0.02979,5
P002-2023-11-0023,P002,2023-11-23,2024-04,4958.22,147.47,386.62,101.22,0.03056,6
P002-2023-11-0023,P002,2023-11-23,2024-05,4764.18,210.64,94.6,78.01,0.02683,7
P002-2023-11-0023,P002,2023-11-23,2024-06,4774.94,203.88,239.4,24.76,0.01983,8
P002-2023-11-0023,P002,2023-11-23,2024-07,4624.58,272.8,122.44,0.0,0.03376,9
P002-2023-11-0023,P002,2023-11-23,2024-08,4594.72,327.46,330.75,33.15,0.02593,10
