account id,product code,opening date,reporting period,period balance,£ withdrawal,£ receipt,£ internal transfer,interest rate,account tenure (months)
P002-2023-10-0029,P002,2023-10-11,2025-07,987.26,43.16,11.61,10.4,0.02811,22
P002-2023-10-0029,P002,2023-10-11,2025-08,932.51,120.5,79.4,13.65,0.0273,23
P002-2023-10-0029,P002,2023-10-11,2025-09,850.19,83.91,12.52,10.93,0.02915,24
P002-2023-10-0031,P002,2023-10-16,2025-07,481.63,81.45,34.45,8.09,0.02833,22
P002-2023-10-0031,P002,2023-10-16,2025-08,501.71,5.43,25.51,0.0,0.02884,23
P002-2023-10-0031,P002,2023-10-16,2025-09,498.49,33.95,33.78,3.06,0.02613,24
P002-2023-10-0032,P002,2023-10-17,2025-07,1928.39,124.85,74.5,35.13,0.02865,22
P002-2023-10-0032,P002,2023-10-17,2025-08,1931.08,142.43,145.12,0.0,0.02541,23
P002-2023-10-0032,P002,2023-10-17,2025-09,1885.06,142.05,127.16,31.14,0.03007,24
P002-2023-11-0002,P002,2023-11-01,2025-07,1280.23,36.39,57.97,25.99,0.02862,21
P002-2023-11-0002,P002,2023-11-01,2025-08,1144.2,150.59,45.9,31.35,0.02977,22
P002-2023-11-0002,P002,2023-11-01,2025-09,1136.58,50.32,42.69,0.0,0.03296,23
P002-2023-11-0003,P002,2023-11-23,2025-07,4430.41,292.52,233.07,80.54,0.02864,21
P002-2023-11-0006,P002,2023-11-21,2025-07,1234.79,64.38,17.48,10.6,0.02594,21
P002-2023-11-0006,P002,2023-11-21,2025-08,1235.63,78.24,80.19,1.1,0.02942,22
P002-2023-11-0006,P002,2023-11-21,2025-09,1164.56,82.3,11.23,0.0,0.02704,23
P002-2023-11-0007,P002,2023-11-07,2025-07,3024.81,257.48,85.98,42.97,0.02694,21
P002-2023-11-0007,P002,2023-11-07,2025-08,2719.93,254.55,0.67,51.0,0.03103,22
P002-2023-11-0007,P002,2023-11-07,2025-09,2719.01,134.26,168.44,35.1,0.0274,23
P002-2023-11-0008,P002,2023-11-04,2025-07,2008.01,14.72,103.48,41.98,0.02896,21
P002-2023-11-0008,P002,2023-11-04,2025-08,1786.4,214.8,48.34,55.15,0.0337,22
P002-2023-11-0008,P002,2023-11-04,2025-09,1636.94,188.62,60.24,21.07,0.02743,23
P002-2023-11-0009,P002,2023-11-23,2025-07,2345.11,158.75,103.6,55.05,0.02283,21
P002-2023-11-0011,P002,2023-11-04,2025-07,1533.67,209.23,103.8,21.53,0.03087,21
P002-2023-11-0011,P002,2023-11-04,2025-08,1535.76,36.02,67.19,29.07,0.03093,22
P002-2023-11-0011,P002,2023-11-04,2025-09,1472.66,140.79,84.17,6.48,0.03336,23
P002-2023-11-0017,P002,2023-11-14,2025-07,3393.61,401.54,110.56,23.51,0.02773,21
P002-2023-11-0017,P002,2023-11-14,2025-08,3405.88,74.01,86.28,0.0,0.02575,22
P002-2023-11-0017,P002,2023-11-14,2025-09,3305.63,137.27,113.15,76.13,0.02963,23
P002-2023-11-0021,P002,2023-11-12,2025-07,2698.75,57.43,133.35,54.11,0.02532,21
P002-2023-11-0021,P002,2023-11-12,2025-08,2636.52,134.43,123.9,51.7,0.02839,22
P002-2023-11-0021,P002,2023-11-12,2025-09,2508.08,130.61,25.61,23.43,0.02955,23
P002-2023-11-0023,P002,2023-11-23,2025-07,3642.21,153.35,179.24,2.66,0.02646,21
P002-2023-11-0023,P002,2023-11-23,2025-08,3414.9,316.03,130.43,41.71,0.02408,22
P002-2023-11-0023,P002,2023-11-23,2025-09,3167.39,291.53,95.55,51.54,0.02942,23
P002-2023-11-0024,P002,2023-11-22,2025-07,809.56,46.02,52.96,0.65,0.02485,21
P002-2023-11-0024,P002,2023-11-22,2025-08,769.29,48.58,19.02,10.7,0.02472,22
P002-2023-11-0024,P002,2023-11-22,2025-09,773.62,22.02,31.27,4.93,0.02137,23
P002-2023-11-0026,P002,2023-11-25,2025-07,5289.32,800.55,13.32,119.8,0.02694,21
P002-2023-11-0026,P002,2023-11-25,2025-08,5381.73,219.83,346.03,33.8,0.03035,22
P002-2023-11-0026,P002,2023-11-25,2025-09,5185.39,237.41,115.43,74.36,0.02649,23
P002-2023-11-0034,P002,2023-11-27,2025-07,2809.98,303.28,82.33,17.76,0.03246,21
P002-2023-11-0034,P002,2023-11-27,2025-08,2636.44,217.59,44.05,0.0,0.02477,22
P002-2023-11-0034,P002,2023-11-27,2025-09,2565.13,88.41,83.61,66.51,0.0303,23
P002-2023-11-0036,P002,2023-11-22,2025-07,6179.62,379.26,553.08,73.96,0.02754,21
P002-2023-11-0036,P002,2023-11-22,2025-08,6241.87,203.62,334.63,68.76,0.03258,22
P002-2023-11-0036,P002,2023-11-22,2025-09,6481.8,262.34,617.91,115.64,0.03386,23
P002-2023-11-0038,P002,2023-11-03,2025-07,1070.53,124.43,48.96,10.57,0.02765,21
P002-2023-11-0038,P002,2023-11-03,2025-08,983.04,94.32,38.09,31.26,0.02691,22
P002-2023-11-0038,P002,2023-11-03,2025-09,992.82,36.55,55.98,9.65,0.03171,23
P002-2023-12-0003,P002,2023-12-01,2025-07,2312.31,206.0,56.19,16.35,0.02863,20
P002-2023-12-0003,P002,2023-12-01,2025-08,2143.04,148.71,0.0,20.56,0.03199,21
P002-2023-12-0003,P002,2023-12-01,2025-09,1919.27,236.82,56.0,42.95,0.02898,22
P002-2023-12-0004,P002,2023-12-16,2025-07,2339.83,84.32,99.57,26.87,0.02629,20
P002-2023-12-0004,P002,2023-12-16,2025-08,2256.3,117.63,74.65,40.55,0.02555,21
P002-2023-12-0004,P002,2023-12-16,2025-09,2117.16,173.55,73.39,38.97,0.02557,22
P002-2023-12-0006,P002,2023-12-22,2025-07,1156.84,73.52,0.0,1.1,0.03078,20
P002-2023-12-0006,P002,2023-12-22,2025-08,1133.59,55.56,52.07,19.75,0.02758,21
P002-2023-12-0006,P002,2023-12-22,2025-09,1118.57,38.6,37.13,13.55,0.03179,22
P002-2023-12-0007,P002,2023-12-03,2025-07,1929.59,79.41,74.34,16.87,0.02461,20
P002-2023-12-0007,P002,2023-12-03,2025-08,1802.58,180.2,88.19,34.99,0.02497,21
P002-2023-12-0007,P002,2023-12-03,2025-09,1627.91,209.33,66.31,31.66,0.03169,22
P002-2023-12-0010,P002,2023-12-18,2025-07,1988.26,95.31,86.6,38.4,0.0294,20
P002-2023-12-0013,P002,2023-12-14,2025-07,2900.25,10.76,158.2,42.06,0.02969,20
P002-2023-12-0013,P002,2023-12-14,2025-08,2848.27,155.9,113.42,9.49,0.02902,21
P002-2023-12-0013,P002,2023-12-14,2025-09,2703.02,269.98,142.4,17.66,0.0245,22
P002-2023-12-0015,P002,2023-12-22,2025-07,1316.45,33.27,41.56,33.15,0.02841,20
P002-2023-12-0015,P002,2023-12-22,2025-08,1312.64,65.69,61.87,0.0,0.02689,21
P002-2023-12-0015,P002,2023-12-22,2025-09,1225.47,141.21,58.75,4.71,0.02378,22
P002-2023-12-0020,P002,2023-12-14,2025-07,3867.28,98.13,221.05,9.66,0.03101,20
P002-2023-12-0023,P002,2023-12-12,2025-07,2086.44,0.0,111.28,28.25,0.02762,20
P002-2023-12-0023,P002,2023-12-12,2025-08,2077.92,87.87,79.36,0.0,0.02734,21
P002-2023-12-0023,P002,2023-12-12,2025-09,1996.3,193.67,137.62,25.57,0.02808,22
P002-2023-12-0025,P002,2023-12-05,2025-07,2745.86,153.26,112.03,0.0,0.02428,20
P002-2023-12-0025,P002,2023-12-05,2025-08,2549.07,155.42,31.63,72.99,0.03439,21
P002-2023-12-0025,P002,2023-12-05,2025-09,2395.56,203.28,121.97,72.21,0.02932,22
P002-2023-12-0027,P002,2023-12-06,2025-07,1813.93,134.87,85.12,36.75,0.02649,20
P002-2023-12-0027,P002,2023-12-06,2025-08,1732.35,75.64,8.74,14.68,0.03162,21
P002-2023-12-0027,P002,2023-12-06,2025-09,1780.21,46.41,99.92,5.64,0.0228,22
P002-2023-12-0030,P002,2023-12-20,2025-07,4318.49,350.71,150.01,5.25,0.02567,20
P002-2023-12-0030,P002,2023-12-20,2025-08,3947.55,432.27,74.35,13.01,0.02747,21
P002-2024-01-0000,P002,2024-01-10,2025-07,3365.94,206.3,242.38,65.01,0.02314,19
P002-2024-01-0000,P002,2024-01-10,2025-08,3139.86,310.3,136.98,52.76,0.03203,20
P002-2024-01-0000,P002,2024-01-10,2025-09,3418.85,81.84,388.43,27.6,0.031,21
P002-2024-01-0001,P002,2024-01-15,2025-07,2052.2,42.48,35.24,15.3,0.02659,19
P002-2024-01-0001,P002,2024-01-15,2025-08,1981.14,146.33,92.9,17.64,0.0268,20
P002-2024-01-0001,P002,2024-01-15,2025-09,1903.91,155.76,92.93,14.4,0.02677,21
P002-2024-01-0002,P002,2024-01-19,2025-07,3857.84,105.17,143.37,28.43,0.03015,19
P002-2024-01-0002,P002,2024-01-19,2025-08,3729.47,192.88,170.01,105.5,0.03134,20
P002-2024-01-0002,P002,2024-01-19,2025-09,3493.35,217.5,59.18,77.8,0.02991,21
P002-2024-01-0004,P002,2024-01-15,2025-07,2779.24,206.62,21.25,62.62,0.02988,19
P002-2024-01-0004,P002,2024-01-15,2025-08,2722.53,119.28,75.82,13.25,0.02816,20
P002-2024-01-0004,P002,2024-01-15,2025-09,2462.19,228.51,9.62,41.44,0.02654,21
P002-2024-01-0006,P002,2024-01-05,2025-07,1304.16,115.17,74.16,0.0,0.03141,19
P002-2024-01-0006,P002,2024-01-05,2025-08,1210.82,105.03,41.5,29.81,0.02942,20
P002-2024-01-0006,P002,2024-01-05,2025-09,1210.19,21.97,31.4,10.07,0.02575,21
P002-2024-01-0013,P002,2024-01-19,2025-07,6814.89,701.74,327.55,36.82,0.03474,19
P002-2024-01-0013,P002,2024-01-19,2025-08,6795.02,448.01,460.61,32.46,0.02911,20
P002-2024-01-0013,P002,2024-01-19,2025-09,6511.23,398.72,160.72,45.79,0.02586,21
P002-2024-01-0020,P002,2024-01-03,2025-07,1596.33,154.68,124.69,0.0,0.02883,19
P002-2024-01-0020,P002,2024-01-03,2025-08,1678.45,22.99,114.47,9.35,0.03155,20
P002-2024-01-0020,P002,2024-01-03,2025-09,1569.17,182.95,84.86,11.19,0.02464,21
P002-2024-01-0021,P002,2024-01-20,2025-07,1119.4,28.08,44.53,27.87,0.02849,19
P002-2024-01-0021,P002,2024-01-20,2025-08,1100.84,50.69,55.45,23.32,0.02513,20
P002-2024-01-0021,P002,2024-01-20,2025-09,1102.71,21.31,23.18,0.0,0.03177,21
P002-2024-01-0024,P002,2024-01-09,2025-07,5435.55,160.01,375.57,57.77,0.02833,19
P002-2024-01-0024,P002,2024-01-09,2025-08,5125.08,354.48,180.06,136.05,0.02427,20
P002-2024-01-0024,P002,2024-01-09,2025-09,5359.11,0.0,289.41,55.37,0.03027,21
P002-2024-01-0026,P002,2024-01-16,2025-07,819.89,79.92,41.48,9.49,0.0275,19
P002-2024-01-0026,P002,2024-01-16,2025-08,844.39,53.97,78.47,0.0,0.03175,20
P002-2024-01-0026,P002,2024-01-16,2025-09,781.38,95.83,36.69,3.87,0.02686,21
P002-2024-01-0028,P002,2024-01-06,2025-07,1475.67,40.75,45.98,11.81,0.03019,19
P002-2024-01-0028,P002,2024-01-06,2025-08,1521.66,40.37,99.0,12.64,0.02543,20
P002-2024-01-0028,P002,2024-01-06,2025-09,1548.66,0.56,45.32,17.76,0.02875,21
P002-2024-01-0032,P002,2024-01-20,2025-07,1441.33,90.47,26.4,45.41,0.02446,19
P002-2024-01-0032,P002,2024-01-20,2025-08,1305.59,133.91,26.81,28.64,0.03151,20
P002-2024-01-0032,P002,2024-01-20,2025-09,1309.77,51.79,77.61,21.64,0.02611,21
P002-2024-02-0000,P002,2024-02-20,2025-07,1453.62,204.48,28.8,17.73,0.02678,18
P002-2024-02-0000,P002,2024-02-20,2025-08,1429.52,61.57,73.4,35.93,0.02389,19
P002-2024-02-0000,P002,2024-02-20,2025-09,1356.09,81.56,19.36,11.24,0.02838,20
P002-2024-02-0003,P002,2024-02-09,2025-07,1109.54,23.69,42.01,10.68,0.02577,18
P002-2024-02-0003,P002,2024-02-09,2025-08,995.83,95.46,5.16,23.41,0.02764,19
P002-2024-02-0003,P002,2024-02-09,2025-09,960.63,81.74,86.27,39.73,0.02818,20
P002-2024-02-0004,P002,2024-02-07,2025-07,4667.8,297.11,209.9,29.11,0.03102,18
P002-2024-02-0004,P002,2024-02-07,2025-08,4360.61,491.44,207.47,23.22,0.02903,19
P002-2024-02-0004,P002,2024-02-07,2025-09,4361.85,267.46,329.17,60.46,0.03081,20
P002-2024-02-0005,P002,2024-02-22,2025-07,3776.6,220.81,186.39,54.22,0.03313,18
P002-2024-02-0005,P002,2024-02-22,2025-08,3652.39,172.89,117.23,68.56,0.02692,19
P002-2024-02-0005,P002,2024-02-22,2025-09,3465.94,190.69,38.63,34.4,0.02992,20
P002-2024-02-0007,P002,2024-02-14,2025-07,2037.37,158.01,54.48,16.24,0.027,18
P002-2024-02-0007,P002,2024-02-14,2025-08,1880.63,241.12,84.38,0.0,0.03201,19
P002-2024-02-0008,P002,2024-02-22,2025-07,1488.5,68.02,88.27,3.3,0.0239,18
P002-2024-02-0008,P002,2024-02-22,2025-08,1454.74,47.07,48.57,35.26,0.02974,19
P002-2024-02-0008,P002,2024-02-22,2025-09,1444.67,51.08,47.8,6.8,0.03096,20
P002-2024-02-0009,P002,2024-02-05,2025-07,4548.76,175.63,211.37,69.57,0.03312,18
P002-2024-02-0009,P002,2024-02-05,2025-08,4541.7,188.76,216.45,34.76,0.02504,19
P002-2024-02-0009,P002,2024-02-05,2025-09,4249.13,398.37,142.49,36.68,0.02192,20
P002-2024-02-0010,P002,2024-02-20,2025-07,1644.3,66.42,91.18,26.26,0.02223,18
P002-2024-02-0010,P002,2024-02-20,2025-08,1573.02,140.1,96.12,27.3,0.02299,19
P002-2024-02-0010,P002,2024-02-20,2025-09,1490.97,114.67,32.62,0.0,0.02773,20
P002-2024-02-0012,P002,2024-02-22,2025-07,3009.85,188.35,92.12,35.01,0.03052,18
P002-2024-02-0012,P002,2024-02-22,2025-08,2857.79,107.49,19.76,64.33,0.02642,19
P002-2024-02-0012,P002,2024-02-22,2025-09,2775.82,148.69,117.81,51.09,0.02689,20
P002-2024-02-0013,P002,2024-02-26,2025-07,1040.48,52.67,42.07,6.7,0.02503,18
P002-2024-02-0013,P002,2024-02-26,2025-08,1022.09,70.67,54.32,2.04,0.02423,19
P002-2024-02-0013,P002,2024-02-26,2025-09,965.16,67.93,32.54,21.54,0.02247,20
P002-2024-02-0014,P002,2024-02-12,2025-07,3247.49,40.62,98.18,0.0,0.02867,18
P002-2024-02-0014,P002,2024-02-12,2025-08,3161.33,244.09,157.93,0.0,0.02006,19
P002-2024-02-0014,P002,2024-02-12,2025-09,3050.73,263.27,180.04,27.37,0.02768,20
P002-2024-02-0017,P002,2024-02-15,2025-07,2708.17,233.04,131.8,0.0,0.02709,18
P002-2024-02-0017,P002,2024-02-15,2025-08,2664.2,119.21,105.21,29.97,0.026,19
P002-2024-02-0018,P002,2024-02-06,2025-07,3878.4,354.0,200.01,12.46,0.02444,18
P002-2024-02-0018,P002,2024-02-06,2025-08,3627.07,423.94,241.72,69.1,0.02876,19
P002-2024-02-0018,P002,2024-02-06,2025-09,3572.71,188.73,148.51,14.15,0.03162,20
P002-2024-02-0020,P002,2024-02-11,2025-07,2420.2,129.51,82.98,54.63,0.02365,18
P002-2024-02-0020,P002,2024-02-11,2025-08,2346.17,143.87,110.51,40.68,0.03151,19
P002-2024-02-0020,P002,2024-02-11,2025-09,2252.78,171.3,124.44,46.52,0.02917,20
P002-2024-02-0023,P002,2024-02-03,2025-07,4909.77,383.34,226.89,58.15,0.02787,18
P002-2024-02-0023,P002,2024-02-03,2025-08,4959.96,221.68,271.87,0.0,0.02991,19
P002-2024-02-0023,P002,2024-02-03,2025-09,4701.99,337.11,125.9,46.76,0.02938,20
P002-2024-02-0029,P002,2024-02-15,2025-07,3291.67,0.0,134.57,47.16,0.03236,18
P002-2024-02-0029,P002,2024-02-15,2025-08,2973.13,394.34,75.8,0.0,0.02902,19
P002-2024-02-0029,P002,2024-02-15,2025-09,2821.61,300.56,197.8,48.77,0.02731,20
P002-2024-02-0030,P002,2024-02-05,2025-07,1306.27,113.84,53.61,49.93,0.02647,18
P002-2024-02-0030,P002,2024-02-05,2025-08,1212.48,80.91,0.0,12.88,0.02966,19
P002-2024-02-0034,P002,2024-02-14,2025-07,5368.12,442.84,165.62,20.17,0.03365,18
P002-2024-02-0034,P002,2024-02-14,2025-08,5256.33,190.75,84.53,5.57,0.02812,19
P002-2024-02-0034,P002,2024-02-14,2025-09,4770.5,622.29,158.2,21.74,0.02591,20
P002-2024-03-0000,P002,2024-03-01,2025-07,1752.54,142.21,115.5,37.28,0.02887,17
P002-2024-03-0001,P002,2024-03-11,2025-07,1722.26,172.22,45.72,0.0,0.02762,17
P002-2024-03-0001,P002,2024-03-11,2025-08,1623.13,148.95,63.71,13.9,0.03014,18
P002-2024-03-0001,P002,2024-03-11,2025-09,1557.9,57.18,22.99,31.04,0.02763,19
P002-2024-03-0004,P002,2024-03-02,2025-07,13445.51,812.26,654.39,0.0,0.02623,17
P002-2024-03-0004,P002,2024-03-02,2025-08,13030.97,707.44,662.46,369.56,0.02567,18
P002-2024-03-0004,P002,2024-03-02,2025-09,12467.13,706.41,382.57,240.0,0.0263,19
P002-2024-03-0010,P002,2024-03-09,2025-07,3954.78,214.75,190.05,30.51,0.02282,17
P002-2024-03-0010,P002,2024-03-09,2025-08,3726.7,196.98,19.84,50.93,0.02704,18
P002-2024-03-0010,P002,2024-03-09,2025-09,3646.32,409.15,328.77,0.0,0.02746,19
P002-2024-03-0014,P002,2024-03-11,2025-07,2976.3,292.82,25.02,42.54,0.02576,17
P002-2024-03-0014,P002,2024-03-11,2025-08,2944.48,140.04,126.33,18.1,0.02996,18
P002-2024-03-0014,P002,2024-03-11,2025-09,2889.01,218.7,199.59,36.36,0.02896,19
P002-2024-03-0015,P002,2024-03-13,2025-07,4469.93,178.89,117.36,82.73,0.02459,17
P002-2024-03-0015,P002,2024-03-13,2025-08,4195.46,317.12,85.55,42.91,0.03289,18
P002-2024-03-0015,P002,2024-03-13,2025-09,4040.54,230.66,75.73,0.0,0.02061,19
P002-2024-03-0016,P002,2024-03-12,2025-07,7437.38,75.74,435.97,44.38,0.0298,17
P002-2024-03-0016,P002,2024-03-12,2025-08,7407.0,178.43,394.19,246.13,0.02582,18
P002-2024-03-0016,P002,2024-03-12,2025-09,7525.64,158.16,276.8,0.0,0.02625,19
P002-2024-03-0017,P002,2024-03-17,2025-07,2696.61,317.82,90.75,0.0,0.02948,17
P002-2024-03-0017,P002,2024-03-17,2025-08,2732.83,118.3,162.28,7.76,0.03236,18
P002-2024-03-0017,P002,2024-03-17,2025-09,2625.66,165.11,90.54,32.59,0.02918,19
P002-2024-03-0020,P002,2024-03-12,2025-07,3255.57,152.41,320.46,59.32,0.02997,17
P002-2024-03-0020,P002,2024-03-12,2025-08,3502.59,8.68,291.9,36.19,0.02585,18
P002-2024-03-0020,P002,2024-03-12,2025-09,3296.5,320.63,114.54,0.0,0.0238,19
P002-2024-03-0021,P002,2024-03-23,2025-07,7614.4,339.99,782.68,0.0,0.02632,17
P002-2024-03-0021,P002,2024-03-23,2025-08,7083.2,539.0,127.06,119.25,0.02751,18
P002-2024-03-0021,P002,2024-03-23,2025-09,7021.83,292.53,231.15,0.0,0.0272,19
P002-2024-03-0025,P002,2024-03-06,2025-07,2231.44,84.12,0.0,28.14,0.02506,17
P002-2024-03-0025,P002,2024-03-06,2025-08,2158.01,73.12,10.41,10.73,0.02446,18
P002-2024-03-0025,P002,2024-03-06,2025-09,2059.74,200.7,114.32,11.88,0.02833,19
P002-2024-03-0027,P002,2024-03-06,2025-07,2799.55,99.38,20.16,66.38,0.02944,17
P002-2024-03-0027,P002,2024-03-06,2025-08,2750.04,83.91,102.15,67.76,0.02774,18
P002-2024-03-0027,P002,2024-03-06,2025-09,2761.49,94.06,105.51,0.0,0.03389,19
P002-2024-03-0028,P002,2024-03-25,2025-07,5995.93,229.19,363.21,141.27,0.02928,17
P002-2024-03-0028,P002,2024-03-25,2025-08,5854.54,375.88,378.02,143.53,0.0242,18
P002-2024-03-0028,P002,2024-03-25,2025-09,5784.04,193.76,255.8,132.53,0.02412,19
P002-2024-03-0029,P002,2024-03-03,2025-07,9624.33,673.72,542.52,87.46,0.02508,17
P002-2024-03-0029,P002,2024-03-03,2025-08,8654.78,1077.78,189.95,81.72,0.02478,18
P002-2024-03-0029,P002,2024-03-03,2025-09,7940.53,669.0,168.88,214.14,0.03076,19
P002-2024-03-0030,P002,2024-03-12,2025-07,2389.27,205.02,147.18,0.0,0.02796,17
P002-2024-03-0030,P002,2024-03-12,2025-08,2367.75,154.06,132.54,0.0,0.02918,18
P002-2024-03-0030,P002,2024-03-12,2025-09,2091.91,208.79,0.0,67.06,0.03347,19
P002-2024-03-0032,P002,2024-03-05,2025-07,4701.29,484.41,238.13,117.65,0.02738,17
P002-2024-03-0032,P002,2024-03-05,2025-08,4616.38,165.29,134.63,54.25,0.0266,18
P002-2024-03-0032,P002,2024-03-05,2025-09,4386.26,366.54,167.76,31.34,0.0263,19
P002-2024-03-0033,P002,2024-03-10,2025-07,1573.44,128.94,32.73,44.4,0.02861,17
P002-2024-03-0033,P002,2024-03-10,2025-08,1532.14,110.72,90.32,20.89,0.02994,18
P002-2024-03-0033,P002,2024-03-10,2025-09,1422.95,140.18,61.02,30.03,0.0282,19
P002-2024-03-0037,P002,2024-03-08,2025-07,1936.29,142.75,96.49,14.09,0.03314,17
P002-2024-03-0037,P002,2024-03-08,2025-08,1784.01,140.24,16.99,29.02,0.02911,18
P002-2024-03-0037,P002,2024-03-08,2025-09,1703.35,137.45,56.78,0.0,0.02682,19
P002-2024-03-0038,P002,2024-03-03,2025-07,2181.24,197.82,105.85,26.33,0.02734,17
P002-2024-03-0038,P002,2024-03-03,2025-08,2187.92,7.51,32.3,18.1,0.02509,18
P002-2024-03-0038,P002,2024-03-03,2025-09,2156.95,94.64,109.24,45.56,0.03091,19
P002-2024-03-0039,P002,2024-03-08,2025-07,2492.51,80.99,97.34,26.69,0.02721,17
P002-2024-03-0039,P002,2024-03-08,2025-08,2387.24,232.52,130.21,2.96,0.02091,18
P002-2024-03-0039,P002,2024-03-08,2025-09,2211.2,196.46,51.13,30.7,0.03054,19
P002-2024-04-0000,P002,2024-04-08,2025-07,2232.93,203.05,91.56,19.95,0.03221,16
P002-2024-04-0001,P002,2024-04-16,2025-07,2073.56,114.09,90.87,8.77,0.03214,16
P002-2024-04-0003,P002,2024-04-16,2025-07,3157.64,225.01,228.24,51.48,0.03192,16
P002-2024-04-0003,P002,2024-04-16,2025-08,3040.32,220.66,148.94,45.61,0.02652,17
P002-2024-04-0003,P002,2024-04-16,2025-09,2873.12,214.53,47.32,0.0,0.02806,18
P002-2024-04-0009,P002,2024-04-16,2025-07,2021.83,44.32,97.73,15.44,0.02761,16
P002-2024-04-0009,P002,2024-04-16,2025-08,1896.92,178.19,78.73,25.45,0.02915,17
P002-2024-04-0009,P002,2024-04-16,2025-09,1830.41,92.49,32.26,6.28,0.0287,18
P002-2024-04-0012,P002,2024-04-15,2025-07,2137.54,185.7,116.59,9.5,0.02971,16
P002-2024-04-0012,P002,2024-04-15,2025-08,2056.31,117.72,73.05,36.56,0.03262,17
P002-2024-04-0012,P002,2024-04-15,2025-09,2030.98,132.86,123.67,16.13,0.02506,18
P002-2024-04-0013,P002,2024-04-25,2025-07,2426.34,72.65,0.0,0.0,0.02676,16
P002-2024-04-0013,P002,2024-04-25,2025-08,2484.14,0.0,57.8,0.0,0.02856,17
P002-2024-04-0013,P002,2024-04-25,2025-09,2579.33,41.83,137.02,0.0,0.02692,18
P002-2024-04-0016,P002,2024-04-12,2025-07,2265.03,69.13,103.74,6.38,0.02657,16
P002-2024-04-0016,P002,2024-04-12,2025-08,2155.16,111.74,30.39,28.52,0.02496,17
P002-2024-04-0016,P002,2024-04-12,2025-09,2174.85,63.19,108.45,25.58,0.02902,18
P002-2024-04-0017,P002,2024-04-27,2025-07,3629.79,205.0,142.6,36.67,0.02798,16
P002-2024-04-0017,P002,2024-04-27,2025-08,3568.25,177.79,160.02,43.76,0.02922,17
P002-2024-04-0017,P002,2024-04-27,2025-09,3542.93,189.91,172.53,7.95,0.02778,18
P002-2024-04-0022,P002,2024-04-24,2025-07,4316.79,139.48,0.0,59.09,0.02955,16
P002-2024-04-0022,P002,2024-04-24,2025-08,4356.59,115.0,154.8,0.0,0.02786,17
P002-2024-04-0022,P002,2024-04-24,2025-09,4266.45,253.75,203.85,40.24,0.02747,18
P002-2024-04-0024,P002,2024-04-14,2025-07,2284.75,111.19,168.73,33.5,0.02764,16
P002-2024-04-0024,P002,2024-04-14,2025-08,2210.81,74.41,37.12,36.65,0.02549,17
P002-2024-04-0024,P002,2024-04-14,2025-09,2167.71,90.98,73.62,25.74,0.0298,18
P002-2024-04-0025,P002,2024-04-13,2025-07,4660.25,561.85,94.79,0.0,0.03138,16
P002-2024-04-0025,P002,2024-04-13,2025-08,4204.68,468.14,104.2,91.64,0.03632,17
P002-2024-04-0025,P002,2024-04-13,2025-09,3979.52,247.66,91.52,69.02,0.03427,18
P002-2024-04-0026,P002,2024-04-26,2025-07,4306.17,305.2,136.87,0.0,0.01787,16
P002-2024-04-0026,P002,2024-04-26,2025-08,4134.94,239.99,68.75,0.0,0.0261,17
P002-2024-04-0026,P002,2024-04-26,2025-09,3931.36,388.1,215.42,30.9,0.0283,18
P002-2024-04-0028,P002,2024-04-17,2025-07,2057.14,168.38,105.16,24.74,0.02918,16
P002-2024-04-0028,P002,2024-04-17,2025-08,2095.27,68.03,108.55,2.4,0.03255,17
P002-2024-04-0028,P002,2024-04-17,2025-09,2027.91,92.38,55.42,30.4,0.02751,18
P002-2024-04-0029,P002,2024-04-27,2025-07,4471.87,286.35,82.58,16.26,0.03394,16
P002-2024-04-0029,P002,2024-04-27,2025-08,4450.25,188.97,190.92,23.57,0.02928,17
P002-2024-04-0029,P002,2024-04-27,2025-09,4279.45,356.29,287.41,101.92,0.02284,18
P002-2024-04-0033,P002,2024-04-24,2025-07,2861.41,175.28,88.25,0.0,0.02843,16
P002-2024-04-0033,P002,2024-04-24,2025-08,2744.47,143.23,75.11,48.82,0.02761,17
P002-2024-04-0033,P002,2024-04-24,2025-09,2548.47,158.25,0.0,37.75,0.02564,18
P002-2024-04-0035,P002,2024-04-11,2025-07,1449.28,147.05,0.0,2.99,0.02319,16
P002-2024-04-0035,P002,2024-04-11,2025-08,1417.61,101.77,82.68,12.57,0.0246,17
P002-2024-04-0035,P002,2024-04-11,2025-09,1414.22,62.44,66.17,7.12,0.02752,18
P002-2024-04-0037,P002,2024-04-14,2025-07,7692.9,544.92,396.69,29.89,0.02803,16
P002-2024-04-0037,P002,2024-04-14,2025-08,7555.91,653.42,520.35,3.92,0.02517,17
P002-2024-04-0037,P002,2024-04-14,2025-09,6769.67,718.02,131.52,199.75,0.02858,18
P002-2024-04-0038,P002,2024-04-19,2025-07,1844.3,0.0,10.23,8.53,0.02923,16
P002-2024-04-0038,P002,2024-04-19,2025-08,1740.24,136.67,59.96,27.35,0.02893,17
P002-2024-04-0038,P002,2024-04-19,2025-09,1623.12,153.13,50.35,14.35,0.02691,18
P002-2024-05-0008,P002,2024-05-02,2025-07,6005.45,0.0,328.95,34.68,0.02975,15
P002-2024-05-0008,P002,2024-05-02,2025-08,5807.5,242.78,136.18,91.36,0.02725,16
P002-2024-05-0008,P002,2024-05-02,2025-09,5321.17,498.2,115.68,103.8,0.0281,17
